NumberPlate	Date	Time
LO7CL9095	2025-07-12 23:34:10
KL07CL90S	2025-07-12 23:34:10
XL07CL9095	2025-07-12 23:34:10
KL07CL9095	2025-07-12 23:34:11
KL07CL9095	2025-07-12 23:34:11
KL07CL9095	2025-07-12 23:34:11
KL07CL9095	2025-07-12 23:34:11
KL07CL9095	2025-07-12 23:34:11
KL07CL9695	2025-07-12 23:34:12
KL07CL9095	2025-07-12 23:34:12
KL07CL3095	2025-07-12 23:34:13
KL07CL9095	2025-07-12 23:34:13
KL07CL9095	2025-07-12 23:34:13
KL07CL9095	2025-07-12 23:34:14
KL07CL9095	2025-07-12 23:34:14
KL07CL9095	2025-07-12 23:34:15
KL07CL9095	2025-07-12 23:34:15
KL07CL9095	2025-07-12 23:34:15
KL07CL9095	2025-07-12 23:34:16
KL07CL9095	2025-07-12 23:34:16
KL07CL9095	2025-07-12 23:34:16
KL07CL9095	2025-07-12 23:34:16
KL07CL9095	2025-07-12 23:34:17
KL07CL9095	2025-07-12 23:34:17
KL07CL9095	2025-07-12 23:34:17
KL07CL9095	2025-07-12 23:34:17
KL07CL9095	2025-07-12 23:34:17
KL07CL9095	2025-07-12 23:34:18
KL07CL9095	2025-07-12 23:34:18
KL07CL9095	2025-07-12 23:34:18
KL07CL9095	2025-07-12 23:34:18
KL07CL9095	2025-07-12 23:34:18
KL07CL9095	2025-07-12 23:34:19
KL07CL9095	2025-07-12 23:34:19
KL07CL9095	2025-07-12 23:34:19
KL07CL9095	2025-07-12 23:34:19
KL07CL9095	2025-07-12 23:34:19
KL07CL9095	2025-07-12 23:34:19
KL07CL9095	2025-07-12 23:34:20
KL07CL9095	2025-07-12 23:34:20
KL07CL9095	2025-07-12 23:34:20
KL07CL9095	2025-07-12 23:34:20
KL07CL9095	2025-07-12 23:34:20
KL07CL9095	2025-07-12 23:34:21
KL07CL9095	2025-07-12 23:34:21
KL07CL9095	2025-07-12 23:34:21
KL07CL9095	2025-07-12 23:34:21
KL07CL9095	2025-07-12 23:34:22
KL07CL9095	2025-07-12 23:34:22
KL07CL9095	2025-07-12 23:34:22
KL07CL9095	2025-07-12 23:34:22
KL07CL9095	2025-07-12 23:34:22
KL07CL9095	2025-07-12 23:34:22
KL07CL9095	2025-07-12 23:34:23
KL07CL9095	2025-07-12 23:34:23
KL07CL9095	2025-07-12 23:34:23
KL07CL9095	2025-07-12 23:34:23
KL07CL9095	2025-07-12 23:34:23
KL07CL9095	2025-07-12 23:34:24
KL07CL9095	2025-07-12 23:34:24
KL07CL9095	2025-07-12 23:34:24
KL07CL9095	2025-07-12 23:34:24
KL07CL9095	2025-07-12 23:34:24
KL07CL9095	2025-07-12 23:34:24
KL07CL9095	2025-07-12 23:34:25
KL07CL9095	2025-07-12 23:34:25
KL07CL9095	2025-07-12 23:34:25
KL07CL9095	2025-07-12 23:34:25
KL07CL9095	2025-07-12 23:34:26
KL07CL9095	2025-07-12 23:34:26
KL07CL9095	2025-07-12 23:34:26
KL07CL9095	2025-07-12 23:34:26
KL07CL9095	2025-07-12 23:34:26
KL07CL9095	2025-07-12 23:34:26
KL07CL9095	2025-07-12 23:34:27
KL07CL9095	2025-07-12 23:34:27
KL07CL9095	2025-07-12 23:34:27
KL07CL9095	2025-07-12 23:34:27
KL07CL9095	2025-07-12 23:34:27
KL07CL9095	2025-07-12 23:34:28
KL07CL9095	2025-07-12 23:34:28
KL07CL9095	2025-07-12 23:34:28
KL07CL9095	2025-07-12 23:34:28
KL07CL9095	2025-07-12 23:34:28
KL07CL9095	2025-07-12 23:34:28
KL07CL9095	2025-07-12 23:34:29
KL07CL9095	2025-07-12 23:34:29
KL07CL9095	2025-07-12 23:34:29
KL07CL9095	2025-07-12 23:34:29
KL07CL9095	2025-07-12 23:34:30
KL07CL9095	2025-07-12 23:34:30
KL07CL9095	2025-07-12 23:34:31
KL07CL9095	2025-07-12 23:34:31
KL07CL9095	2025-07-12 23:34:31
KL07CL9095	2025-07-12 23:34:32
KL07CL9095	2025-07-12 23:34:33
KL07CL9095	2025-07-12 23:34:33
KL07CL9095	2025-07-12 23:34:33
KL07CL9095	2025-07-12 23:34:34
KL07CL9095	2025-07-12 23:34:34
KL07CL9095	2025-07-12 23:34:34
KL07CL9095	2025-07-12 23:34:35
KL07CL9095	2025-07-12 23:34:35
KL07CL9095	2025-07-12 23:34:36
KL07CL9095	2025-07-12 23:34:36
KL07CL9095	2025-07-12 23:34:36
KL07CL9095	2025-07-12 23:34:37
KL07CL9095	2025-07-12 23:34:37
KL07CL9095	2025-07-12 23:34:37
KL07CL9095	2025-07-12 23:34:38
KL07CL9095	2025-07-12 23:34:38
KL07CL9095	2025-07-12 23:34:38
KL07CL9095	2025-07-12 23:34:39
KL07CL9095	2025-07-12 23:34:39
KL07CL9095	2025-07-12 23:34:40
KL07CL9095	2025-07-12 23:34:40
KL07CL9095	2025-07-12 23:34:40
KL07CL9095	2025-07-12 23:34:41
KL07CL9095	2025-07-12 23:34:41
KL07CL9095	2025-07-12 23:34:42
KL07CL9095	2025-07-12 23:34:42
KL07CL9095	2025-07-12 23:34:42
KL07CL9095	2025-07-12 23:34:43
KL07CL9095	2025-07-12 23:34:43
KL07CL9095	2025-07-12 23:34:44
KL07CL9095	2025-07-12 23:34:44
KL07CL9095	2025-07-12 23:34:44
KL07CL9095	2025-07-12 23:34:45
KL07CL9095	2025-07-12 23:34:45
KL07CL9095	2025-07-12 23:34:45
KL07CL9095	2025-07-12 23:34:46
KL07CL9095	2025-07-12 23:34:46
KL07CL9095	2025-07-12 23:34:47
KL07CL9095	2025-07-12 23:34:47
KL07CL9095	2025-07-12 23:34:48
KL07CL9095	2025-07-12 23:34:48
KL07CL9095	2025-07-12 23:34:48
KL07CL9095	2025-07-12 23:34:49
KL07CL9095	2025-07-12 23:34:49
KL07CL9095	2025-07-12 23:34:49
KL07CL9095	2025-07-12 23:34:50
KL07CL9095	2025-07-12 23:34:50
KL07CL9095	2025-07-12 23:34:51
KL07CL9095	2025-07-12 23:34:51
KL07CL9095	2025-07-12 23:34:51
KL07CL9095	2025-07-12 23:34:52
KL07CL9095	2025-07-12 23:34:53
KL07CL9095	2025-07-12 23:34:53
KL07CL9095	2025-07-12 23:34:53
KL07CL9095	2025-07-12 23:34:54
KL07CL9095	2025-07-12 23:34:54
KL07CL9095	2025-07-12 23:34:55
KL07CL9095	2025-07-12 23:34:55
KL07CL9095	2025-07-12 23:34:56
KL07CL9095	2025-07-12 23:34:56
KL07CL9095	2025-07-12 23:34:57
KL07CL9095	2025-07-12 23:34:57
KL07CL9095	2025-07-12 23:34:58
KL07CL9095	2025-07-12 23:34:58
KL07CL9095	2025-07-12 23:34:59
KL07CL9095	2025-07-12 23:34:59
KL07CL9095	2025-07-12 23:35:00
KL07CL9095	2025-07-12 23:35:00
KL07CL9095	2025-07-12 23:35:01
KL07CL9095	2025-07-12 23:35:02
KL07CL9095	2025-07-12 23:35:02
KL07CL9095	2025-07-12 23:35:03
KL07CL9095	2025-07-12 23:35:04
1107C19095	2025-07-12 23:35:04
KL07CL9095	2025-07-12 23:35:07
KL07CL9095	2025-07-12 23:35:07
KL07CL9095	2025-07-12 23:35:08
KL07CL9095	2025-07-12 23:35:09
KL07CL9095	2025-07-12 23:35:09
KL07CL9095	2025-07-12 23:35:10
KL07CL9095	2025-07-12 23:35:10
KL07CL9095	2025-07-12 23:35:11
KL07CL9095	2025-07-12 23:35:12
KL07CL9095	2025-07-12 23:35:12
KL07CL9095	2025-07-12 23:35:13
KL07CL9095	2025-07-12 23:35:14
